path,file,n_columns,columns,true,pred,attacked,recovered,residual,detected,threshold,rmse,mae,improvement
/home/tchowdh4/sensor_recovery_project/recovery_v9_corrected/recovered_csvs/baseline_05_mixed_maneuver_Roll_ramp_W20_N5_mean1.5x_detection_PHASE5_RECOVERED.csv,baseline_05_mixed_maneuver_Roll_ramp_W20_N5_mean1.5x_detection_PHASE5_RECOVERED.csv,30,x | Baseline | Axis | AttackType | AttackMagnitude | AttackActive | CleanFuture_Roll | AttackedFuture_Roll | V9PredictedFuture_Roll | Residual_Roll | AbsResidual_Roll | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | WindowRule | W | N | RollingMeanMultiplier | AlignmentOffset | PredictionColumn | CleanFile | PredictionFile | Roll_recovered_future_v9_phase5 | Roll_recovery_source_phase5 | Roll_attacked_error_vs_clean_phase5 | Roll_recovered_error_vs_clean_phase5,1,1,1,1,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/recovery_v9_corrected/recovered_csvs/baseline_05_mixed_maneuver_Roll_ramp_W20_N5_mean1x_detection_PHASE5_RECOVERED.csv,baseline_05_mixed_maneuver_Roll_ramp_W20_N5_mean1x_detection_PHASE5_RECOVERED.csv,30,x | Baseline | Axis | AttackType | AttackMagnitude | AttackActive | CleanFuture_Roll | AttackedFuture_Roll | V9PredictedFuture_Roll | Residual_Roll | AbsResidual_Roll | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | WindowRule | W | N | RollingMeanMultiplier | AlignmentOffset | PredictionColumn | CleanFile | PredictionFile | Roll_recovered_future_v9_phase5 | Roll_recovery_source_phase5 | Roll_attacked_error_vs_clean_phase5 | Roll_recovered_error_vs_clean_phase5,1,1,1,1,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/recovery_v9_corrected/recovered_csvs/baseline_05_mixed_maneuver_Roll_ramp_W30_N8_mean1.25x_detection_PHASE5_RECOVERED.csv,baseline_05_mixed_maneuver_Roll_ramp_W30_N8_mean1.25x_detection_PHASE5_RECOVERED.csv,30,x | Baseline | Axis | AttackType | AttackMagnitude | AttackActive | CleanFuture_Roll | AttackedFuture_Roll | V9PredictedFuture_Roll | Residual_Roll | AbsResidual_Roll | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | WindowRule | W | N | RollingMeanMultiplier | AlignmentOffset | PredictionColumn | CleanFile | PredictionFile | Roll_recovered_future_v9_phase5 | Roll_recovery_source_phase5 | Roll_attacked_error_vs_clean_phase5 | Roll_recovered_error_vs_clean_phase5,1,1,1,1,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/recovery_v9_corrected/recovered_csvs/baseline_05_mixed_maneuver_Roll_ramp_W30_N8_mean1.5x_detection_PHASE5_RECOVERED.csv,baseline_05_mixed_maneuver_Roll_ramp_W30_N8_mean1.5x_detection_PHASE5_RECOVERED.csv,30,x | Baseline | Axis | AttackType | AttackMagnitude | AttackActive | CleanFuture_Roll | AttackedFuture_Roll | V9PredictedFuture_Roll | Residual_Roll | AbsResidual_Roll | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | WindowRule | W | N | RollingMeanMultiplier | AlignmentOffset | PredictionColumn | CleanFile | PredictionFile | Roll_recovered_future_v9_phase5 | Roll_recovery_source_phase5 | Roll_attacked_error_vs_clean_phase5 | Roll_recovered_error_vs_clean_phase5,1,1,1,1,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/recovery_v9_corrected/recovered_csvs/baseline_05_mixed_maneuver_Roll_ramp_W30_N8_mean1x_detection_PHASE5_RECOVERED.csv,baseline_05_mixed_maneuver_Roll_ramp_W30_N8_mean1x_detection_PHASE5_RECOVERED.csv,30,x | Baseline | Axis | AttackType | AttackMagnitude | AttackActive | CleanFuture_Roll | AttackedFuture_Roll | V9PredictedFuture_Roll | Residual_Roll | AbsResidual_Roll | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | WindowRule | W | N | RollingMeanMultiplier | AlignmentOffset | PredictionColumn | CleanFile | PredictionFile | Roll_recovered_future_v9_phase5 | Roll_recovery_source_phase5 | Roll_attacked_error_vs_clean_phase5 | Roll_recovered_error_vs_clean_phase5,1,1,1,1,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/recovery_v9_corrected/recovered_csvs/baseline_05_mixed_maneuver_Yaw_bias_W10_N3_mean1.25x_detection_PHASE5_RECOVERED.csv,baseline_05_mixed_maneuver_Yaw_bias_W10_N3_mean1.25x_detection_PHASE5_RECOVERED.csv,30,x | Baseline | Axis | AttackType | AttackMagnitude | AttackActive | CleanFuture_Yaw | AttackedFuture_Yaw | V9PredictedFuture_Yaw | Residual_Yaw | AbsResidual_Yaw | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | WindowRule | W | N | RollingMeanMultiplier | AlignmentOffset | PredictionColumn | CleanFile | PredictionFile | Yaw_recovered_future_v9_phase5 | Yaw_recovery_source_phase5 | Yaw_attacked_error_vs_clean_phase5 | Yaw_recovered_error_vs_clean_phase5,1,1,1,1,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/recovery_v9_corrected/recovered_csvs/baseline_05_mixed_maneuver_Yaw_bias_W10_N3_mean1.5x_detection_PHASE5_RECOVERED.csv,baseline_05_mixed_maneuver_Yaw_bias_W10_N3_mean1.5x_detection_PHASE5_RECOVERED.csv,30,x | Baseline | Axis | AttackType | AttackMagnitude | AttackActive | CleanFuture_Yaw | AttackedFuture_Yaw | V9PredictedFuture_Yaw | Residual_Yaw | AbsResidual_Yaw | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | WindowRule | W | N | RollingMeanMultiplier | AlignmentOffset | PredictionColumn | CleanFile | PredictionFile | Yaw_recovered_future_v9_phase5 | Yaw_recovery_source_phase5 | Yaw_attacked_error_vs_clean_phase5 | Yaw_recovered_error_vs_clean_phase5,1,1,1,1,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/recovery_v9_corrected/recovered_csvs/baseline_05_mixed_maneuver_Yaw_bias_W10_N3_mean1x_detection_PHASE5_RECOVERED.csv,baseline_05_mixed_maneuver_Yaw_bias_W10_N3_mean1x_detection_PHASE5_RECOVERED.csv,30,x | Baseline | Axis | AttackType | AttackMagnitude | AttackActive | CleanFuture_Yaw | AttackedFuture_Yaw | V9PredictedFuture_Yaw | Residual_Yaw | AbsResidual_Yaw | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | WindowRule | W | N | RollingMeanMultiplier | AlignmentOffset | PredictionColumn | CleanFile | PredictionFile | Yaw_recovered_future_v9_phase5 | Yaw_recovery_source_phase5 | Yaw_attacked_error_vs_clean_phase5 | Yaw_recovered_error_vs_clean_phase5,1,1,1,1,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/recovery_v9_corrected/recovered_csvs/baseline_05_mixed_maneuver_Yaw_bias_W20_N5_mean1.25x_detection_PHASE5_RECOVERED.csv,baseline_05_mixed_maneuver_Yaw_bias_W20_N5_mean1.25x_detection_PHASE5_RECOVERED.csv,30,x | Baseline | Axis | AttackType | AttackMagnitude | AttackActive | CleanFuture_Yaw | AttackedFuture_Yaw | V9PredictedFuture_Yaw | Residual_Yaw | AbsResidual_Yaw | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | WindowRule | W | N | RollingMeanMultiplier | AlignmentOffset | PredictionColumn | CleanFile | PredictionFile | Yaw_recovered_future_v9_phase5 | Yaw_recovery_source_phase5 | Yaw_attacked_error_vs_clean_phase5 | Yaw_recovered_error_vs_clean_phase5,1,1,1,1,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/recovery_v9_corrected/recovered_csvs/baseline_05_mixed_maneuver_Yaw_bias_W20_N5_mean1.5x_detection_PHASE5_RECOVERED.csv,baseline_05_mixed_maneuver_Yaw_bias_W20_N5_mean1.5x_detection_PHASE5_RECOVERED.csv,30,x | Baseline | Axis | AttackType | AttackMagnitude | AttackActive | CleanFuture_Yaw | AttackedFuture_Yaw | V9PredictedFuture_Yaw | Residual_Yaw | AbsResidual_Yaw | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | WindowRule | W | N | RollingMeanMultiplier | AlignmentOffset | PredictionColumn | CleanFile | PredictionFile | Yaw_recovered_future_v9_phase5 | Yaw_recovery_source_phase5 | Yaw_attacked_error_vs_clean_phase5 | Yaw_recovered_error_vs_clean_phase5,1,1,1,1,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/recovery_v9_corrected/recovered_csvs/baseline_05_mixed_maneuver_Yaw_bias_W20_N5_mean1x_detection_PHASE5_RECOVERED.csv,baseline_05_mixed_maneuver_Yaw_bias_W20_N5_mean1x_detection_PHASE5_RECOVERED.csv,30,x | Baseline | Axis | AttackType | AttackMagnitude | AttackActive | CleanFuture_Yaw | AttackedFuture_Yaw | V9PredictedFuture_Yaw | Residual_Yaw | AbsResidual_Yaw | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | WindowRule | W | N | RollingMeanMultiplier | AlignmentOffset | PredictionColumn | CleanFile | PredictionFile | Yaw_recovered_future_v9_phase5 | Yaw_recovery_source_phase5 | Yaw_attacked_error_vs_clean_phase5 | Yaw_recovered_error_vs_clean_phase5,1,1,1,1,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/recovery_v9_corrected/recovered_csvs/baseline_05_mixed_maneuver_Yaw_bias_W30_N8_mean1.25x_detection_PHASE5_RECOVERED.csv,baseline_05_mixed_maneuver_Yaw_bias_W30_N8_mean1.25x_detection_PHASE5_RECOVERED.csv,30,x | Baseline | Axis | AttackType | AttackMagnitude | AttackActive | CleanFuture_Yaw | AttackedFuture_Yaw | V9PredictedFuture_Yaw | Residual_Yaw | AbsResidual_Yaw | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | WindowRule | W | N | RollingMeanMultiplier | AlignmentOffset | PredictionColumn | CleanFile | PredictionFile | Yaw_recovered_future_v9_phase5 | Yaw_recovery_source_phase5 | Yaw_attacked_error_vs_clean_phase5 | Yaw_recovered_error_vs_clean_phase5,1,1,1,1,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/recovery_v9_corrected/recovered_csvs/baseline_05_mixed_maneuver_Yaw_bias_W30_N8_mean1.5x_detection_PHASE5_RECOVERED.csv,baseline_05_mixed_maneuver_Yaw_bias_W30_N8_mean1.5x_detection_PHASE5_RECOVERED.csv,30,x | Baseline | Axis | AttackType | AttackMagnitude | AttackActive | CleanFuture_Yaw | AttackedFuture_Yaw | V9PredictedFuture_Yaw | Residual_Yaw | AbsResidual_Yaw | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | WindowRule | W | N | RollingMeanMultiplier | AlignmentOffset | PredictionColumn | CleanFile | PredictionFile | Yaw_recovered_future_v9_phase5 | Yaw_recovery_source_phase5 | Yaw_attacked_error_vs_clean_phase5 | Yaw_recovered_error_vs_clean_phase5,1,1,1,1,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/recovery_v9_corrected/recovered_csvs/baseline_05_mixed_maneuver_Yaw_bias_W30_N8_mean1x_detection_PHASE5_RECOVERED.csv,baseline_05_mixed_maneuver_Yaw_bias_W30_N8_mean1x_detection_PHASE5_RECOVERED.csv,30,x | Baseline | Axis | AttackType | AttackMagnitude | AttackActive | CleanFuture_Yaw | AttackedFuture_Yaw | V9PredictedFuture_Yaw | Residual_Yaw | AbsResidual_Yaw | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | WindowRule | W | N | RollingMeanMultiplier | AlignmentOffset | PredictionColumn | CleanFile | PredictionFile | Yaw_recovered_future_v9_phase5 | Yaw_recovery_source_phase5 | Yaw_attacked_error_vs_clean_phase5 | Yaw_recovered_error_vs_clean_phase5,1,1,1,1,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/recovery_v9_corrected/recovered_csvs/baseline_05_mixed_maneuver_Yaw_pulse_W10_N3_mean1.25x_detection_PHASE5_RECOVERED.csv,baseline_05_mixed_maneuver_Yaw_pulse_W10_N3_mean1.25x_detection_PHASE5_RECOVERED.csv,30,x | Baseline | Axis | AttackType | AttackMagnitude | AttackActive | CleanFuture_Yaw | AttackedFuture_Yaw | V9PredictedFuture_Yaw | Residual_Yaw | AbsResidual_Yaw | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | WindowRule | W | N | RollingMeanMultiplier | AlignmentOffset | PredictionColumn | CleanFile | PredictionFile | Yaw_recovered_future_v9_phase5 | Yaw_recovery_source_phase5 | Yaw_attacked_error_vs_clean_phase5 | Yaw_recovered_error_vs_clean_phase5,1,1,1,1,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/recovery_v9_corrected/recovered_csvs/baseline_05_mixed_maneuver_Yaw_pulse_W10_N3_mean1.5x_detection_PHASE5_RECOVERED.csv,baseline_05_mixed_maneuver_Yaw_pulse_W10_N3_mean1.5x_detection_PHASE5_RECOVERED.csv,30,x | Baseline | Axis | AttackType | AttackMagnitude | AttackActive | CleanFuture_Yaw | AttackedFuture_Yaw | V9PredictedFuture_Yaw | Residual_Yaw | AbsResidual_Yaw | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | WindowRule | W | N | RollingMeanMultiplier | AlignmentOffset | PredictionColumn | CleanFile | PredictionFile | Yaw_recovered_future_v9_phase5 | Yaw_recovery_source_phase5 | Yaw_attacked_error_vs_clean_phase5 | Yaw_recovered_error_vs_clean_phase5,1,1,1,1,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/recovery_v9_corrected/recovered_csvs/baseline_05_mixed_maneuver_Yaw_pulse_W10_N3_mean1x_detection_PHASE5_RECOVERED.csv,baseline_05_mixed_maneuver_Yaw_pulse_W10_N3_mean1x_detection_PHASE5_RECOVERED.csv,30,x | Baseline | Axis | AttackType | AttackMagnitude | AttackActive | CleanFuture_Yaw | AttackedFuture_Yaw | V9PredictedFuture_Yaw | Residual_Yaw | AbsResidual_Yaw | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | WindowRule | W | N | RollingMeanMultiplier | AlignmentOffset | PredictionColumn | CleanFile | PredictionFile | Yaw_recovered_future_v9_phase5 | Yaw_recovery_source_phase5 | Yaw_attacked_error_vs_clean_phase5 | Yaw_recovered_error_vs_clean_phase5,1,1,1,1,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/recovery_v9_corrected/recovered_csvs/baseline_05_mixed_maneuver_Yaw_pulse_W20_N5_mean1.25x_detection_PHASE5_RECOVERED.csv,baseline_05_mixed_maneuver_Yaw_pulse_W20_N5_mean1.25x_detection_PHASE5_RECOVERED.csv,30,x | Baseline | Axis | AttackType | AttackMagnitude | AttackActive | CleanFuture_Yaw | AttackedFuture_Yaw | V9PredictedFuture_Yaw | Residual_Yaw | AbsResidual_Yaw | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | WindowRule | W | N | RollingMeanMultiplier | AlignmentOffset | PredictionColumn | CleanFile | PredictionFile | Yaw_recovered_future_v9_phase5 | Yaw_recovery_source_phase5 | Yaw_attacked_error_vs_clean_phase5 | Yaw_recovered_error_vs_clean_phase5,1,1,1,1,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/recovery_v9_corrected/recovered_csvs/baseline_05_mixed_maneuver_Yaw_pulse_W20_N5_mean1.5x_detection_PHASE5_RECOVERED.csv,baseline_05_mixed_maneuver_Yaw_pulse_W20_N5_mean1.5x_detection_PHASE5_RECOVERED.csv,30,x | Baseline | Axis | AttackType | AttackMagnitude | AttackActive | CleanFuture_Yaw | AttackedFuture_Yaw | V9PredictedFuture_Yaw | Residual_Yaw | AbsResidual_Yaw | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | WindowRule | W | N | RollingMeanMultiplier | AlignmentOffset | PredictionColumn | CleanFile | PredictionFile | Yaw_recovered_future_v9_phase5 | Yaw_recovery_source_phase5 | Yaw_attacked_error_vs_clean_phase5 | Yaw_recovered_error_vs_clean_phase5,1,1,1,1,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/recovery_v9_corrected/recovered_csvs/baseline_05_mixed_maneuver_Yaw_pulse_W20_N5_mean1x_detection_PHASE5_RECOVERED.csv,baseline_05_mixed_maneuver_Yaw_pulse_W20_N5_mean1x_detection_PHASE5_RECOVERED.csv,30,x | Baseline | Axis | AttackType | AttackMagnitude | AttackActive | CleanFuture_Yaw | AttackedFuture_Yaw | V9PredictedFuture_Yaw | Residual_Yaw | AbsResidual_Yaw | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | WindowRule | W | N | RollingMeanMultiplier | AlignmentOffset | PredictionColumn | CleanFile | PredictionFile | Yaw_recovered_future_v9_phase5 | Yaw_recovery_source_phase5 | Yaw_attacked_error_vs_clean_phase5 | Yaw_recovered_error_vs_clean_phase5,1,1,1,1,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/recovery_v9_corrected/recovered_csvs/baseline_05_mixed_maneuver_Yaw_pulse_W30_N8_mean1.25x_detection_PHASE5_RECOVERED.csv,baseline_05_mixed_maneuver_Yaw_pulse_W30_N8_mean1.25x_detection_PHASE5_RECOVERED.csv,30,x | Baseline | Axis | AttackType | AttackMagnitude | AttackActive | CleanFuture_Yaw | AttackedFuture_Yaw | V9PredictedFuture_Yaw | Residual_Yaw | AbsResidual_Yaw | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | WindowRule | W | N | RollingMeanMultiplier | AlignmentOffset | PredictionColumn | CleanFile | PredictionFile | Yaw_recovered_future_v9_phase5 | Yaw_recovery_source_phase5 | Yaw_attacked_error_vs_clean_phase5 | Yaw_recovered_error_vs_clean_phase5,1,1,1,1,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/recovery_v9_corrected/recovered_csvs/baseline_05_mixed_maneuver_Yaw_pulse_W30_N8_mean1.5x_detection_PHASE5_RECOVERED.csv,baseline_05_mixed_maneuver_Yaw_pulse_W30_N8_mean1.5x_detection_PHASE5_RECOVERED.csv,30,x | Baseline | Axis | AttackType | AttackMagnitude | AttackActive | CleanFuture_Yaw | AttackedFuture_Yaw | V9PredictedFuture_Yaw | Residual_Yaw | AbsResidual_Yaw | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | WindowRule | W | N | RollingMeanMultiplier | AlignmentOffset | PredictionColumn | CleanFile | PredictionFile | Yaw_recovered_future_v9_phase5 | Yaw_recovery_source_phase5 | Yaw_attacked_error_vs_clean_phase5 | Yaw_recovered_error_vs_clean_phase5,1,1,1,1,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/recovery_v9_corrected/recovered_csvs/baseline_05_mixed_maneuver_Yaw_pulse_W30_N8_mean1x_detection_PHASE5_RECOVERED.csv,baseline_05_mixed_maneuver_Yaw_pulse_W30_N8_mean1x_detection_PHASE5_RECOVERED.csv,30,x | Baseline | Axis | AttackType | AttackMagnitude | AttackActive | CleanFuture_Yaw | AttackedFuture_Yaw | V9PredictedFuture_Yaw | Residual_Yaw | AbsResidual_Yaw | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | WindowRule | W | N | RollingMeanMultiplier | AlignmentOffset | PredictionColumn | CleanFile | PredictionFile | Yaw_recovered_future_v9_phase5 | Yaw_recovery_source_phase5 | Yaw_attacked_error_vs_clean_phase5 | Yaw_recovered_error_vs_clean_phase5,1,1,1,1,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/recovery_v9_corrected/recovered_csvs/baseline_05_mixed_maneuver_Yaw_ramp_W10_N3_mean1.25x_detection_PHASE5_RECOVERED.csv,baseline_05_mixed_maneuver_Yaw_ramp_W10_N3_mean1.25x_detection_PHASE5_RECOVERED.csv,30,x | Baseline | Axis | AttackType | AttackMagnitude | AttackActive | CleanFuture_Yaw | AttackedFuture_Yaw | V9PredictedFuture_Yaw | Residual_Yaw | AbsResidual_Yaw | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | WindowRule | W | N | RollingMeanMultiplier | AlignmentOffset | PredictionColumn | CleanFile | PredictionFile | Yaw_recovered_future_v9_phase5 | Yaw_recovery_source_phase5 | Yaw_attacked_error_vs_clean_phase5 | Yaw_recovered_error_vs_clean_phase5,1,1,1,1,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/recovery_v9_corrected/recovered_csvs/baseline_05_mixed_maneuver_Yaw_ramp_W10_N3_mean1.5x_detection_PHASE5_RECOVERED.csv,baseline_05_mixed_maneuver_Yaw_ramp_W10_N3_mean1.5x_detection_PHASE5_RECOVERED.csv,30,x | Baseline | Axis | AttackType | AttackMagnitude | AttackActive | CleanFuture_Yaw | AttackedFuture_Yaw | V9PredictedFuture_Yaw | Residual_Yaw | AbsResidual_Yaw | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | WindowRule | W | N | RollingMeanMultiplier | AlignmentOffset | PredictionColumn | CleanFile | PredictionFile | Yaw_recovered_future_v9_phase5 | Yaw_recovery_source_phase5 | Yaw_attacked_error_vs_clean_phase5 | Yaw_recovered_error_vs_clean_phase5,1,1,1,1,1,1,1,0,0,0
